Year,Month,Day,regulations,catch_area_code,location_code,location_name,boats,anglers,chinook_ad_kept,chinook_um_kept,chinook_unk_kept,chinook_ad_released,chinook_um_released,chinook_unk_released,coho_ad_kept,coho_um_kept,coho_unk_kept,coho_ad_released,coho_um_released,coho_unk_released,pink_na_kept,chum_na_kept,sockeye_na_kept,pink_na_released,chum_na_released,sockeye_na_released
2010,7,10,B,11,1173,Point Defiance Boathouse,45,82,,,,,2,2,,,,,,,,,,,,
2010,7,10,B,11,1174,Point Defiance Public Ramp,90,207,1,,,3,,5,,,,,,2,,,,,,
2010,7,10,B,11,1279,Zittels Marina,1,2,,,,,,,,,,,,,,,,,,
2010,7,10,B,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),1,2,,,,,,,,,,,,,,,,,,
2010,7,10,B,13,1149,Narrows Ramp,2,4,2,,,,,,,,,,,,,,,,,
2010,7,10,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,8,17,,,,,,,,,,,,,,,,,,
2010,7,10,B,13,1279,Zittels Marina,3,6,,,,,,1,,,,,,,,,,,,
2010,7,10,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),10,21,,,,,,,,,,,,,,,,,,
2010,7,10,B,10,1006,Armeni Public Ramp,77,161,6,3,,8,6,9,,,,,,,,,,,,
2010,7,10,B,10,1227,Shilshole Public Ramp,11,23,3,,,,,,,,,1,,,,,,,,
2010,7,10,B,4B,1450,Olson's East Docks (*1159)*,3,7,,,,,,,,,,,,,,,,,,
2010,7,10,B,4B,1452,Olson's Ramp & Docks (*1159)*,2,5,,,,,,,,,,,,,,,,,,
2010,7,10,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",25,56,13,,,,1,,,,,,,,,,,,,
2010,7,10,B,6,1187,Port Angeles West Ramp,9,21,8,,,,1,,,,,,,,,,,,,
2010,7,10,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),16,35,,,,,,,,,,,,,,,,,,
2010,7,11,B,5,1159,Olson's Resort,26,58,21,,,8,17,,1,,,,,,,,,,,
2010,7,11,B,5,1263,Van Ripers Resort,19,47,6,,,4,4,3,,,,,3,,,,,,,
2010,7,11,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,30,81,13,8,,1,,1,,,,,,,,,,,,
2010,7,11,B,7,1268,Washington Park Launch Ramp,11,27,,2,,1,1,,,,,,,,,,,,,
2010,7,11,B,10,1006,Armeni Public Ramp,4,18,,,,,,,,,,,,,,,,,,
2010,7,11,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,,,,,,,,,,,,,,,,,
2010,7,11,B,10,1202,Redondo Ramp,1,2,,,,,,,,,,,,,,,,,,
2010,7,11,B,10,1227,Shilshole Public Ramp,13,29,,,,4,4,3,,1,,,,1,,,,,,
2010,7,11,B,11,1006,Armeni Public Ramp,2,4,,,,,,,,,,,,,,,,,,
2010,7,11,B,11,1126,Luhr Beach Ramp,1,2,,,,,,,,,,,,,,,,,,
2010,7,11,B,11,1173,Point Defiance Boathouse,20,29,,,,,1,2,,,,,,,,,,,,
2010,7,11,B,11,1174,Point Defiance Public Ramp,21,37,,,,,1,2,,,,,,,,,,,,
2010,7,11,B,11,1202,Redondo Ramp,8,15,1,,,,,2,,,,,,,,,,,,
2010,7,11,B,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),4,7,,,,,,,,,,,,,,,,,,
2010,7,11,B,13,1126,Luhr Beach Ramp,3,5,,,,,,,,,,,,,,,,,,
2010,7,11,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),6,11,,,,,,,,,,,,,,,,,,
2010,7,11,B,10,1006,Armeni Public Ramp,38,76,1,,,1,2,4,,,,,,,,,,,,
2010,7,11,B,10,1227,Shilshole Public Ramp,9,18,1,1,1,,,1,,,,,,,,,,,,
2010,7,11,B,6,1072,Freshwater Bay Ramp,15,27,15,,,,3,,,,,,,,,,,,,
2010,7,11,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",19,43,29,,,,9,,,,,,,,,,,,,
2010,7,11,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),4,6,,,,,,,,,,,,,,,,,,
2010,7,13,B,5,1159,Olson's Resort,26,69,27,1,,,16,,1,1,,,2,3,,,,,2,
2010,7,13,B,7,1268,Washington Park Launch Ramp,2,3,,,,,,2,,,,,,,,,,,,
2010,7,13,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),2,4,,,,,,,,,,,,,,,,,,
2010,7,13,B,13,1019,Boston Harbor Ramp/Marina,2,3,,,,,,,,,,,,,,,,,,
2010,7,13,B,4B,1159,Olson's Resort,1,2,,,,,,,,,,,,,,,,,,
2010,7,13,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",23,43,22,,,5,7,,,,,,,,,,,,,
2010,7,14,B,11,1086,Gig Harbor Ramp,14,24,1,,,,,1,,,,,,,,,,,,
2010,7,14,B,11,1149,Narrows Ramp,5,7,4,,,,2,,,,,,,,,,,,,
2010,7,14,B,11,1202,Redondo Ramp,14,31,,,,,,3,,,,,,,,,,,,
2010,7,14,B,11,1279,Zittels Marina,1,2,,,,,,,,,,,,,,,,,,
2010,7,14,B,6,1187,Port Angeles West Ramp,10,26,2,,,,,,,,,,,,,,,,,
2010,7,15,B,5,1452,Olson's Ramp & Docks (*1159)*,29,64,8,,,,9,2,2,,,,,,1,,,1,,
2010,7,15,B,5,1456,Van Riper's North*,17,30,10,,,2,8,,,,,,,,,,,,,
2010,7,15,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,10,20,,1,,,,,,,,,,,,,,,,
2010,7,15,B,11,1006,Armeni Public Ramp,3,5,,,,,1,2,,,,,,,,,,,,
2010,7,15,B,11,1173,Point Defiance Boathouse,22,32,2,,,,2,1,,,,,,,,,,,,
2010,7,15,B,11,1174,Point Defiance Public Ramp,40,84,4,,,,2,1,,,,,,,,,,,,
2010,7,15,B,10,1191,Port Orchard Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2010,7,15,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",10,17,7,,,,1,,,,,,,,,,,,,
2010,7,16,B,5,1450,Olson's East Docks (*1159)*,40,94,35,,,14,29,7,1,,,,,,,,,,,
2010,7,16,B,5,1452,Olson's Ramp & Docks (*1159)*,57,130,20,,,19,35,6,,,,,2,,,,,,,
2010,7,16,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,17,37,,,,,,1,,,,,,,,,,,,
2010,7,16,B,7,1041,Cornet Bay Public Ramp,2,5,,,,2,,1,,,,,,,,,,,,
2010,7,16,B,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,1,,,,,,,,,,,,,,,,,
2010,7,16,B,7,1231,Skyline Marina/Sling (Flounder Bay),2,6,1,,,,,,,,,,,,,,,,,
2010,7,16,B,7,1245,Swinomish Channel Ramp,1,3,,,,,,,,,,,,,,,,,,
2010,7,16,B,7,1268,Washington Park Launch Ramp,17,42,,1,,,,,,,,,,,,,,,,
2010,7,16,B,9,1006,Armeni Public Ramp,2,6,2,,,,1,,,,,,,,,,,,,
2010,7,16,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),126,260,87,,,2,14,19,1,,,,1,3,,,,,,
2010,7,16,B,9,1192,Port Townsend Boat Haven Ramp,64,148,75,,,1,5,,,,,,,,,,,,,
2010,7,16,B,9,1227,Shilshole Public Ramp,9,21,11,,,,2,4,,,,1,,,,,,,,
2010,7,16,B,9,1434,Kingston Public Ramp,25,57,14,,,4,2,14,1,,,,,,,,,,,
2010,7,16,B,10,1006,Armeni Public Ramp,20,39,3,,,4,1,1,,1,,,,,,,,,,
2010,7,16,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,7,4,,,,1,,,,,2,,,,,,,,
2010,7,16,B,10,1227,Shilshole Public Ramp,100,198,35,,,11,18,16,6,5,,,,2,,,,,,
2010,7,16,B,10,1434,Kingston Public Ramp,23,53,10,,,,5,5,,,,,,,,,,,,
2010,7,16,B,11,1006,Armeni Public Ramp,1,4,,,,,,,,,,,,,,,,,,
2010,7,16,B,11,1173,Point Defiance Boathouse,15,21,6,,,,3,1,,,,,,,,,,,,
2010,7,16,B,11,1174,Point Defiance Public Ramp,53,106,4,1,,1,2,,,1,,,1,,,,,,,
2010,7,16,B,11,1202,Redondo Ramp,27,52,,,,1,,,,1,,,,,,,,,,
2010,7,16,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),2,4,,,,,,3,,,,,,,,,,,,
2010,7,16,B,13,1019,Boston Harbor Ramp/Marina,4,6,,,,,,,,,,,,,,,,,,
2010,7,16,B,13,1070,Fox Island Public Ramp,1,1,,,,,,,,,,,,,,,,,,
2010,7,16,B,13,1126,Luhr Beach Ramp,2,3,,,,,,,,,,,,,,,,,,
2010,7,16,B,13,1149,Narrows Ramp,1,2,,,,,,,,,,,1,,,,,,,
2010,7,16,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,4,,,,,,,,,,,,,,,,,,
2010,7,16,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,8,2,,,,2,,,,,,,,,,,,,
2010,7,16,B,10,1006,Armeni Public Ramp,82,158,1,,,7,2,6,,2,,,,,,,,,,
2010,7,16,B,10,1227,Shilshole Public Ramp,3,4,,,,,,,,,,,,,,,,,,
2010,7,16,B,10,1061,Evergreen Park Ramp,1,1,,,,,,,,,,,,,,,,,,
2010,7,16,B,4B,1452,Olson's Ramp & Docks (*1159)*,3,12,,1,,,,,,,,,,,,,,,,
2010,7,16,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",18,31,17,,,,5,,,,,,,,,,,,,
2010,7,16,B,6,1187,Port Angeles West Ramp,9,17,8,,,,2,,,,,,,,,,,,,
2010,7,16,B,81,1041,Cornet Bay Public Ramp,6,13,,,,,,,,,,,,,,,,,,
2010,7,16,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),19,41,,,,,,,,,,,,,,,,,,
2010,7,17,B,5,1159,Olson's Resort,65,149,41,,,13,70,3,3,,,,3,,,,,,,
2010,7,17,B,5,1263,Van Ripers Resort,18,37,5,,,1,9,,1,,,,,,,,,,,
2010,7,17,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,18,43,2,,,,,2,,,,,,,,,,,,
2010,7,17,B,7,1018,Blaine Ramp,5,12,,,,,,,,,,,,,,,,,,
2010,7,17,B,7,1041,Cornet Bay Public Ramp,6,13,2,1,,,,,,,,,,,,,,,,
2010,7,17,B,7,1231,Skyline Marina/Sling (Flounder Bay),4,17,,,,,,,,,,,,,,,,,,
2010,7,17,B,7,1245,Swinomish Channel Ramp,3,10,,,,,,,,,,,,,,,,,,
2010,7,17,B,7,1268,Washington Park Launch Ramp,32,79,,1,,,,3,,,,,,,,,,,,
2010,7,17,B,9,1006,Armeni Public Ramp,5,10,6,,,,,2,,,,,,,,,,,,
2010,7,17,B,9,1041,Cornet Bay Public Ramp,1,2,2,,,,,,,,,,,,,,,,,
2010,7,17,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),154,350,102,,,7,32,14,2,2,,4,2,7,,,,,,
2010,7,17,B,9,1192,Port Townsend Boat Haven Ramp,48,101,18,,,2,1,,,,,,,,,,,,,
2010,7,17,B,9,1227,Shilshole Public Ramp,19,36,25,,,,13,,,,,,,,,,,,,
2010,7,17,B,9,1434,Kingston Public Ramp,29,74,17,,,4,1,28,1,,,2,1,6,,,,,,
2010,7,17,B,10,1006,Armeni Public Ramp,26,56,7,,,7,5,10,,,,1,,,,,,,,
2010,7,17,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,8,,,,,,,,,,,,,,,,,,
2010,7,17,B,10,1227,Shilshole Public Ramp,115,240,21,,,14,7,18,2,3,,1,,4,,,,,,
2010,7,17,B,10,1434,Kingston Public Ramp,50,120,25,,,7,,10,1,1,,7,,1,,,,,,
2010,7,17,B,11,1006,Armeni Public Ramp,4,8,,,,,,,,,,,,,,,,,,
2010,7,17,B,11,1149,Narrows Ramp,8,11,1,,,,,,,,,,,,,,,,,
2010,7,17,B,11,1174,Point Defiance Public Ramp,44,89,7,,,,2,3,,,,,,,,,,,,
2010,7,17,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),5,9,,,,,,,,,,,,,,,,,,
2010,7,17,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,13,26,,,,1,,,,,,,,,,,,,,
2010,7,17,B,13,1276,Wollochet Bay Public Ramp,1,1,,,,,,,,,,,,,,,,,,
2010,7,17,B,13,1279,Zittels Marina,3,6,,,,,,1,,,,,,,,,,,,
2010,7,17,B,Canada,1018,Blaine Ramp,1,3,,,,,,,,,,,,,,,,,,
2010,7,17,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),6,14,4,,,,1,,,,,,,,,,,,,
2010,7,17,B,10,1006,Armeni Public Ramp,63,140,1,1,,2,5,8,,,,,,,,,,,,
2010,7,17,B,10,1227,Shilshole Public Ramp,7,14,,,,,,,,1,,,,,,,,,,
2010,7,17,B,4B,1159,Olson's Resort,1,3,,,,,,,,,,,,,,,,,,
2010,7,17,B,4B,1263,Van Ripers Resort,1,2,,,,,,,,,,,,,,,,,,
2010,7,17,B,6,1072,Freshwater Bay Ramp,19,34,9,,,,3,,,,,,,,,,,,,
2010,7,17,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",60,116,28,,,,9,,,,,,,,,,,,,
2010,7,17,B,81,1041,Cornet Bay Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2010,7,17,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),43,93,,,,,,1,,,,,,,,,,,,
2010,7,18,B,5,1452,Olson's Ramp & Docks (*1159)*,44,108,9,,,7,37,,,,,,,,,,,,,
2010,7,18,B,5,1457,Van Riper's South*,24,57,15,,,,26,,1,,,,2,,,,,,,
2010,7,18,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,9,18,1,2,,,,,,,,,,,,,,,,
2010,7,18,B,7,1018,Blaine Ramp,7,16,1,,,,,,,,,,,,,,,,,
2010,7,18,B,7,1041,Cornet Bay Public Ramp,5,13,,,,,1,,,,,,,,,,,,,
2010,7,18,B,7,1245,Swinomish Channel Ramp,2,3,,,,,,,,,,,,,,,,,,
2010,7,18,B,7,1268,Washington Park Launch Ramp,20,44,1,1,,,,3,,,,,,,,,,,,
2010,7,18,B,9,1006,Armeni Public Ramp,1,3,,,,,,,,,,,,,,,,,,
2010,7,18,B,9,1041,Cornet Bay Public Ramp,1,2,1,,,,,,,,,,,,,,,,,
2010,7,18,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),117,259,77,,,4,30,8,,,,,,1,,,,,,
2010,7,18,B,9,1192,Port Townsend Boat Haven Ramp,43,90,17,,,1,2,,,,,,,,,,,,,
2010,7,18,B,9,1227,Shilshole Public Ramp,21,48,14,,,1,4,5,,,,,,,,,,,,
