"","survey_datetime","catch_area_code","start_datetime","end_datetime","boat_count","latitude_decimal_degrees_wgs84","longitude_decimal_degrees_wgs84"
"55",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.585914,-122.581602
"56",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.578421,-122.574629
"57",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.562472,-122.564804
"58",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.551718,-122.55942
"59",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.534784,-122.559175
"60",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,3,48.526102,-122.565422
"61",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.525589,-122.614681
"62",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,5,48.520178,-122.638026
"63",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.528311,-122.661309
"64",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.549472,-122.663093
"65",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.572488,-122.661696
"66",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.624248,-122.712587
"67",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,11,48.651027,-122.734466
"68",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.627041,-122.771421
"69",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.618152,-122.779219
"70",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,11,48.612815,-122.783106
"71",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.597888,-122.788105
"72",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.594789,-122.785782
"73",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.590367,-122.778094
"74",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,26,48.589492,-122.755336
"75",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,9,48.549506,-122.735946
"76",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,28,48.534139,-122.745448
"77",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.547137,-122.845585
"78",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,9,48.556265,-122.857252
"79",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,5,48.572826,-122.89132
"80",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,3,48.582135,-122.945561
"81",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.586677,-122.962027
"82",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.589879,-122.97377
"83",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.591589,-122.983493
"84",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.601447,-123.012619
"85",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,5,48.595071,-123.026883
"86",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,14,48.588926,-123.022509
"87",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,6,48.572088,-123.003258
"88",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,2,48.563681,-122.994256
"89",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,3,48.557638,-122.98669
"90",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,3,48.549148,-122.969381
"91",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.545128,-122.959122
"92",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,9,48.537363,-122.935127
"93",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,1,48.520422,-122.883458
"94",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,4,48.503364,-122.794901
"95",2017-07-01 11:24:50,"07",2017-07-01 12:20:00,2017-07-01 13:33:00,10,48.492518,-122.732426
"96",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.401651,-122.699192
"97",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,3,48.419558,-122.69777
"98",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.436547,-122.733026
"99",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.428141,-122.958998
"100",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,7,48.442438,-123.03527
"101",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,4,48.550895,-123.184007
"102",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.56792,-123.188382
"103",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.589592,-123.184695
"104",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.620641,-123.176338
"105",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,5,48.643131,-123.175873
"106",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.682197,-123.149046
"107",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.684599,-123.102491
"108",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.679848,-123.052936
"109",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,9,48.632494,-123.054504
"110",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.642591,-123.034277
"111",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.697328,-122.979243
"112",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,4,48.717478,-122.96553
"113",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.723914,-122.961973
"114",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.745339,-122.966084
"115",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.742334,-122.915347
"116",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.726195,-122.883079
"117",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.719314,-122.851071
"118",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.714466,-122.832993
"119",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.693434,-122.784008
"120",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,3,48.686922,-122.755534
"121",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.682188,-122.608088
"122",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,3,48.570333,-122.568133
"123",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.519389,-122.649642
"124",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,4,48.641392,-122.731118
"125",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.63709,-122.763823
"126",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,10,48.617228,-122.781373
"127",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,10,48.591216,-122.762724
"128",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.579326,-122.74625
"129",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,28,48.529514,-122.71681
"130",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.524548,-122.755513
"131",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.524027,-122.779754
"132",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.523816,-122.787044
"133",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.523291,-122.802885
"134",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.527839,-122.819059
"135",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.546568,-122.842762
"136",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.571197,-122.847605
"137",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.575061,-122.855295
"138",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.580636,-122.876772
"139",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,3,48.598114,-122.969016
"140",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.591589,-123.009736
"141",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,8,48.594568,-123.030883
"142",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,4,48.566833,-122.993077
"143",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,2,48.544054,-122.94248
"144",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.537269,-122.92243
"145",2017-07-06 09:40:24,"07",2017-07-06 09:36:00,2017-07-06 10:53:00,1,48.493493,-122.762134
"146",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.343047,-122.738914
"147",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.353817,-122.715504
"148",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.410996,-122.71093
"149",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.416643,-122.927512
"150",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.439332,-123.054141
"151",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.562916,-123.145931
"152",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.673191,-123.227761
"153",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,5,48.633825,-123.129239
"154",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,6,48.633713,-123.108343
"155",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.670894,-123.088258
"156",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.639778,-123.035443
"157",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.645572,-123.031583
"158",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.65099,-123.028457
"159",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.689019,-122.984515
"160",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.699387,-122.973078
"161",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,3,48.70718,-122.972721
"162",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.719199,-122.974029
"163",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.73316,-122.974016
"164",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.785269,-122.931194
"165",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,3,48.761694,-122.9148
"166",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,3,48.730642,-122.917051
"167",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,7,48.734479,-122.889741
"168",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.745382,-122.816156
"169",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.695204,-122.789194
"170",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.68778,-122.759219
"171",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.698803,-122.739634
"172",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.724822,-122.705284
"173",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.701194,-122.628455
"174",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,3,48.689812,-122.612267
"175",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.673825,-122.590644
"176",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.636708,-122.598557
"177",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.533818,-122.554528
"178",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.51972,-122.596273
"179",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.515738,-122.640289
"180",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.536065,-122.661916
"181",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.587276,-122.671605
"182",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,4,48.648512,-122.743839
"183",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.616258,-122.778188
"184",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,4,48.602987,-122.779851
"185",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,6,48.599132,-122.738301
"186",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.551458,-122.720273
"187",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,3,48.538271,-122.717466
"188",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,4,48.523097,-122.75301
"189",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,6,48.528278,-122.826426
"190",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,6,48.565616,-122.866164
"191",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.590246,-122.960035
"192",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.596219,-123.022776
"193",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.587463,-123.02931
"194",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.555863,-122.973121
"195",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.548491,-122.95095
"196",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,2,48.534983,-122.891162
"197",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.518833,-122.792027
"198",2017-07-12 09:42:39,"07",2017-07-12 09:40:00,2017-07-12 11:08:00,1,48.498728,-122.7003
"199",2017-07-22 10:16:05,"07",2017-07-22 12:23:00,2017-07-22 13:42:00,10,48.413426,-122.972056
"200",2017-07-22 10:16:05,"07",2017-07-22 12:23:00,2017-07-22 13:42:00,3,48.501684,-122.81022
"201",2017-07-22 10:16:05,"07",2017-07-22 12:23:00,2017-07-22 13:42:00,186,48.171202,-122.771657
"202",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.330049199,-122.820407561
"203",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.330462,-123.008643
"204",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,10,48.325241,-123.060492
"205",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,16,48.439453,-123.004781
"206",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.473703,-123.102158
"207",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.545648,-123.179282
"208",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.561486,-123.186354
"209",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,4,48.580986,-123.189692
"210",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.594379,-123.188138
"211",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.598625,-123.186687
"212",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.618518,-123.181476
"213",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.649404,-123.185091
"214",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.674494,-123.187999
"215",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.683534,-123.186227
"216",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.682912,-123.157054
"217",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.674518,-123.139825
"218",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.672372,-123.135741
"219",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.656532,-123.112589
"220",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,24,48.645942,-123.102627
"221",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.63298,-123.078765
"222",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.665834,-123.033276
"223",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,4,48.689344,-122.986665
"224",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,7,48.726822,-122.968726
"225",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.769096,-122.964549
"226",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,9,48.777382,-122.919943
"227",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.7612,-122.90748
"228",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,7,48.752553,-122.897967
"229",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.72395,-122.853969
"230",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.720004,-122.842691
"231",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.708087,-122.803015
"232",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,3,48.711701,-122.779302
"233",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.729057,-122.675126
"234",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,2,48.716202,-122.658085
"235",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,4,48.68966,-122.601253
"236",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,8,48.687554,-122.594047
"237",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.681994,-122.581864
"238",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,5,48.668697,-122.572811
"239",2017-07-30 11:49:26,"07",2017-07-30 12:28:00,2017-07-30 13:40:00,1,48.646865,-122.571166
